location,goods,price,price_factors,supply_volume,quality_grade,record_date
Ikoyi,Fish (Fresh),3170.59,Storage Limitations,Moderate,Grade A (Fresh),2024-02-08
Monatan,Pineapple,1191.2,Transportation Cost,Low,Grade B (Average),2023-09-24
Ikeja,Chicken (Live),7069.98,Seasonal Availability,Low,Grade A (Fresh),2023-07-13
Jericho,Ginger,1525.9,Pest/Disease Outbreak,High,Grade A (Fresh),2023-09-18
Epe,Potatoes,400.92,Exchange Rate Fluctuation,Low,Grade A (Fresh),2024-01-06
Apapa,Pepper,464.91,Seasonal Availability,Moderate,Grade A (Fresh),2023-05-14
Gbagada,Ginger,2397.25,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-03-22
Oshodi,Cucumber,612.21,Demand Surge,Low,Grade A (Fresh),2023-04-28
Magodo,Mangoes,424.19,Government Policies,Moderate,Grade B (Average),2023-06-19
Monatan,Cabbage,219.77,Market Competition,High,Grade A (Fresh),2023-07-16
Magodo,Okra,624.61,Weather Conditions,Low,Grade A (Fresh),2023-09-19
Bashorun,Yam,1210.88,Storage Limitations,Low,Grade A (Fresh),2023-08-19
Samonda,Rice,664.45,Weather Conditions,Low,Grade A (Fresh),2023-10-16
Dugbe,Pineapple,830.82,Storage Limitations,Moderate,Grade A (Fresh),2023-08-13
Monatan,Onions,241.94,Storage Limitations,Moderate,Grade B (Average),2023-07-27
Mokola,Rice,507.86,Weather Conditions,High,Grade B (Average),2023-11-08
Victoria Island (VI),Maize,1099.72,Fuel Price Hike,High,Grade A (Fresh),2023-12-05
Molete,Onions,379.79,Fuel Price Hike,Low,Grade B (Average),2024-01-04
Ogba,Spinach,290.62,Seasonal Availability,High,Grade A (Fresh),2023-11-01
Ikeja,Garlic,649.16,Seasonal Availability,High,Grade A (Fresh),2023-08-18
Magodo,Pineapple,830.19,Seasonal Availability,Moderate,Grade A (Fresh),2024-03-17
Epe,Mangoes,575.0,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-02-12
Ikoyi,Lettuce,792.7,Government Policies,High,Grade A (Fresh),2024-02-28
Samonda,Garlic,2287.74,Pest/Disease Outbreak,High,Grade A (Fresh),2023-03-14
Alimosho,Onions,1083.2,Fuel Price Hike,Moderate,Grade B (Average),2023-03-06
Ikoyi,Banana,253.49,Market Competition,Moderate,Grade A (Fresh),2023-08-06
Oke Bola,Lettuce,518.82,Storage Limitations,High,Grade A (Fresh),2024-02-18
Bashorun,Carrots,395.27,Storage Limitations,Moderate,Grade B (Average),2024-03-11
Dugbe,Fish (Fresh),2450.33,Government Policies,Moderate,Grade B (Average),2023-07-06
Challenge,Oranges,189.45,Storage Limitations,Moderate,Grade A (Fresh),2023-10-04
Monatan,Carrots,542.32,Demand Surge,High,Grade A (Fresh),2023-01-30
Maryland,Sweet Potatoes,321.1,Market Competition,Moderate,Grade A (Fresh),2023-03-01
Maryland,Maize,330.34,Market Competition,Moderate,Grade A (Fresh),2023-06-06
Apapa,Oranges,143.95,Seasonal Availability,Moderate,Grade A (Fresh),2023-02-24
Eleyele,Carrots,719.45,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2024-03-17
Oke Bola,Tomatoes,314.33,Exchange Rate Fluctuation,High,Grade B (Average),2024-02-07
Ikorodu,Beans,779.6,Exchange Rate Fluctuation,Low,Grade C (Below Average),2024-01-08
UI (University of Ibadan),Plantain,567.12,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-04-24
Eleyele,Yam,1314.14,Seasonal Availability,High,Grade B (Average),2023-05-29
Mushin,Pineapple,714.93,Storage Limitations,High,Grade C (Below Average),2024-02-26
Ogba,Pineapple,1150.94,Fuel Price Hike,High,Grade A (Fresh),2023-12-06
Apata,Rice,1976.6,Pest/Disease Outbreak,High,Grade A (Fresh),2023-01-15
Monatan,Pepper,647.7,Seasonal Availability,High,Grade A (Fresh),2023-04-15
Orita-Challenge,Garlic,1009.79,Storage Limitations,Moderate,Grade A (Fresh),2023-08-03
Apapa,Garlic,1922.51,Storage Limitations,Scarce,Grade B (Average),2024-02-01
Lekki,Garlic,1374.84,Government Policies,High,Grade B (Average),2023-03-06
Festac Town,Okra,953.52,Market Competition,Moderate,Grade A (Fresh),2024-02-26
Mokola,Cabbage,166.37,Weather Conditions,Moderate,Grade B (Average),2024-02-19
Samonda,Cabbage,653.64,Transportation Cost,Moderate,Grade B (Average),2023-11-28
Ojoo,Rice,1659.57,Transportation Cost,High,Grade A (Fresh),2023-01-29
Orita-Challenge,Cabbage,537.21,Transportation Cost,Scarce,Grade A (Fresh),2023-09-01
Ring Road (Central Ibadan),Mangoes,454.6,Storage Limitations,Moderate,Grade A (Fresh),2023-10-29
Ikoyi,Spinach,223.12,Storage Limitations,Low,Grade C (Below Average),2023-01-21
UI (University of Ibadan),Fish (Fresh),1220.34,Market Competition,High,Grade A (Fresh),2023-08-12
Ogba,Sweet Potatoes,498.63,Government Policies,Moderate,Grade B (Average),2023-06-07
Bodija,Spinach,379.81,Fuel Price Hike,Low,Grade B (Average),2023-06-06
Challenge,Tomatoes,608.98,Government Policies,Low,Grade A (Fresh),2024-01-02
Mokola,Onions,244.47,Transportation Cost,Moderate,Grade B (Average),2023-04-17
Ogba,Rice,1260.72,Market Competition,Moderate,Grade A (Fresh),2023-03-18
Ogba,Banana,366.6,Exchange Rate Fluctuation,High,Grade B (Average),2023-11-28
Sango,Lettuce,706.46,Market Competition,Scarce,Grade A (Fresh),2023-03-31
Sango,Sweet Potatoes,740.42,Fuel Price Hike,Low,Grade A (Fresh),2023-06-30
Surulere,Sweet Potatoes,205.89,Seasonal Availability,High,Grade A (Fresh),2024-01-13
Sango,Yam,702.93,Demand Surge,High,Grade A (Fresh),2023-02-12
Oke Ado,Chicken (Live),6492.83,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-01-07
Festac Town,Beans,1364.44,Storage Limitations,High,Grade A (Fresh),2023-01-22
Ojoo,Tomatoes,600.66,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-02-05
UI (University of Ibadan),Potatoes,1138.51,Fuel Price Hike,High,Grade A (Fresh),2023-02-03
Alimosho,Okra,978.85,Storage Limitations,Low,Grade A (Fresh),2024-01-18
Challenge,Yam,692.46,Exchange Rate Fluctuation,Scarce,Grade B (Average),2024-01-14
Iwo Road,Garlic,3417.46,Market Competition,Moderate,Grade A (Fresh),2023-05-03
Ikoyi,Oranges,196.16,Pest/Disease Outbreak,High,Grade A (Fresh),2023-04-11
Oke Ado,Okra,637.96,Storage Limitations,Moderate,Grade A (Fresh),2023-05-28
Ogba,Carrots,515.51,Transportation Cost,High,Grade A (Fresh),2023-05-04
Lekki,Plantain,422.13,Weather Conditions,Low,Grade C (Below Average),2023-04-04
Bashorun,Potatoes,462.0,Government Policies,Moderate,Grade A (Fresh),2023-02-03
Ikeja,Garlic,2315.86,Weather Conditions,Moderate,Grade B (Average),2023-06-02
Eleyele,Fish (Fresh),4685.0,Fuel Price Hike,Moderate,Grade C (Below Average),2023-11-03
Gbagada,Carrots,1283.9,Fuel Price Hike,Moderate,Grade A (Fresh),2023-10-31
Oluyole Estate,Okra,238.7,Weather Conditions,Low,Grade B (Average),2024-01-27
Alimosho,Pineapple,892.59,Transportation Cost,Scarce,Grade A (Fresh),2023-11-29
Orita-Challenge,Potatoes,359.89,Transportation Cost,Moderate,Grade A (Fresh),2023-05-28
Oke Ado,Ginger,1310.42,Fuel Price Hike,Moderate,Grade A (Fresh),2024-02-06
Oke Bola,Potatoes,699.49,Weather Conditions,High,Grade A (Fresh),2024-01-10
Victoria Island (VI),Carrots,671.85,Seasonal Availability,Moderate,Grade C (Below Average),2023-08-12
Ikorodu,Chicken (Live),12399.39,Fuel Price Hike,High,Grade A (Fresh),2023-08-29
Dugbe,Watermelon,887.55,Seasonal Availability,Low,Grade A (Fresh),2023-09-18
Festac Town,Spinach,310.61,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-07-26
Epe,Rice,989.64,Seasonal Availability,Low,Grade A (Fresh),2023-11-02
Maryland,Garlic,4661.65,Demand Surge,High,Grade B (Average),2023-03-30
Ojoo,Carrots,551.42,Pest/Disease Outbreak,Low,Grade C (Below Average),2023-11-20
Gbagada,Cucumber,219.66,Transportation Cost,High,Grade A (Fresh),2023-07-19
Oluyole Estate,Lettuce,484.69,Seasonal Availability,Low,Grade A (Fresh),2023-03-29
Epe,Spinach,505.23,Fuel Price Hike,Moderate,Grade A (Fresh),2023-09-10
Samonda,Tomatoes,467.63,Market Competition,High,Grade B (Average),2023-09-14
Bodija,Carrots,809.39,Market Competition,High,Grade A (Fresh),2023-01-21
Anthony Village,Plantain,483.23,Demand Surge,Moderate,Grade A (Fresh),2023-07-31
Oke Bola,Tomatoes,702.71,Market Competition,High,Grade C (Below Average),2023-04-15
Gbagada,Onions,363.03,Seasonal Availability,High,Grade A (Fresh),2023-03-31
Mokola,Okra,426.51,Seasonal Availability,High,Grade A (Fresh),2023-06-20
Agege,Carrots,1305.22,Demand Surge,High,Grade C (Below Average),2023-08-11
Alimosho,Sweet Potatoes,479.24,Demand Surge,High,Grade B (Average),2023-03-26
Challenge,Garlic,1522.2,Pest/Disease Outbreak,High,Grade A (Fresh),2023-10-11
Iwo Road,Plantain,546.04,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2023-07-04
Sango,Maize,719.96,Fuel Price Hike,High,Grade B (Average),2023-07-28
Agbowo,Okra,589.26,Government Policies,High,Grade A (Fresh),2023-07-24
Iwo Road,Beans,843.03,Seasonal Availability,Low,Grade B (Average),2023-06-25
Mushin,Yam,712.2,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-05-04
Challenge,Watermelon,2452.66,Weather Conditions,Low,Grade B (Average),2023-09-12
Jericho,Pineapple,1001.51,Seasonal Availability,High,Grade A (Fresh),2023-06-28
Agege,Pineapple,625.3,Transportation Cost,Low,Grade A (Fresh),2023-03-05
Sango,Watermelon,1629.25,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-04-27
Egbeda,Watermelon,1549.8,Market Competition,Moderate,Grade B (Average),2023-03-03
Molete,Onions,279.27,Government Policies,High,Grade A (Fresh),2023-03-29
Anthony Village,Pineapple,738.68,Government Policies,High,Grade B (Average),2023-10-30
Agbowo,Chicken (Live),7459.88,Storage Limitations,High,Grade A (Fresh),2023-01-27
Lekki,Fish (Fresh),1578.04,Exchange Rate Fluctuation,High,Grade B (Average),2023-04-08
Ikeja,Okra,999.93,Seasonal Availability,High,Grade C (Below Average),2023-04-15
Ogba,Plantain,495.29,Transportation Cost,Low,Grade A (Fresh),2024-01-09
Sango,Chicken (Live),5449.23,Pest/Disease Outbreak,High,Grade A (Fresh),2023-12-12
Ikorodu,Oranges,212.16,Government Policies,High,Grade A (Fresh),2023-02-04
Ikorodu,Rice,1268.61,Weather Conditions,High,Grade A (Fresh),2023-07-14
Epe,Fish (Fresh),4032.48,Storage Limitations,Low,Grade A (Fresh),2023-10-13
Molete,Tomatoes,1313.96,Fuel Price Hike,Moderate,Grade B (Average),2023-01-09
Festac Town,Okra,979.1,Market Competition,High,Grade A (Fresh),2023-09-17
Bashorun,Watermelon,2175.64,Market Competition,High,Grade B (Average),2023-11-10
Apapa,Ginger,2258.42,Transportation Cost,High,Grade A (Fresh),2023-10-27
Challenge,Potatoes,559.75,Seasonal Availability,High,Grade B (Average),2023-08-09
Oke Ado,Carrots,769.74,Government Policies,High,Grade B (Average),2023-09-15
Eleyele,Chicken (Live),13905.47,Demand Surge,Low,Grade A (Fresh),2024-02-21
Agodi GRA,Beans,1083.8,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2023-03-23
Agege,Spinach,106.22,Seasonal Availability,Low,Grade B (Average),2023-11-15
Eleyele,Tomatoes,749.62,Exchange Rate Fluctuation,Scarce,Grade A (Fresh),2024-01-12
Dugbe,Maize,494.15,Weather Conditions,Moderate,Grade A (Fresh),2023-03-18
Ogba,Okra,298.07,Pest/Disease Outbreak,High,Grade B (Average),2024-01-21
Ikoyi,Banana,299.44,Government Policies,Moderate,Grade B (Average),2024-03-22
Amuwo Odofin,Okra,520.0,Fuel Price Hike,High,Grade A (Fresh),2023-06-24
Victoria Island (VI),Garlic,2205.67,Exchange Rate Fluctuation,Low,Grade B (Average),2023-12-14
Apata,Fish (Fresh),1726.59,Government Policies,Scarce,Grade C (Below Average),2024-03-14
Sango,Beans,868.33,Market Competition,High,Grade A (Fresh),2023-10-12
Jericho,Sweet Potatoes,264.54,Seasonal Availability,Moderate,Grade B (Average),2023-01-07
Mushin,Oranges,88.14,Market Competition,Low,Grade A (Fresh),2023-01-04
Iwo Road,Garlic,3079.11,Exchange Rate Fluctuation,Low,Grade A (Fresh),2023-01-25
Anthony Village,Pineapple,670.33,Demand Surge,Moderate,Grade A (Fresh),2023-01-15
UI (University of Ibadan),Mangoes,543.98,Government Policies,High,Grade B (Average),2023-12-22
Lekki,Cucumber,597.34,Demand Surge,High,Grade A (Fresh),2023-10-18
Gbagada,Chicken (Live),6137.3,Weather Conditions,Low,Grade B (Average),2023-08-24
Akobo,Garlic,3128.02,Fuel Price Hike,Moderate,Grade A (Fresh),2023-02-08
Monatan,Cucumber,487.5,Exchange Rate Fluctuation,Scarce,Grade B (Average),2023-06-03
Orita-Challenge,Banana,557.58,Demand Surge,High,Grade B (Average),2023-05-06
Ring Road (Central Ibadan),Rice,745.28,Storage Limitations,Moderate,Grade B (Average),2024-01-08
Surulere,Pineapple,1728.45,Demand Surge,Low,Grade A (Fresh),2023-07-08
Oke Ado,Plantain,528.03,Transportation Cost,Low,Grade B (Average),2024-01-30
Festac Town,Fish (Fresh),2775.89,Fuel Price Hike,Moderate,Grade A (Fresh),2023-01-15
Agege,Sweet Potatoes,758.71,Government Policies,Moderate,Grade A (Fresh),2023-10-16
Molete,Beans,1171.27,Pest/Disease Outbreak,High,Grade B (Average),2023-02-02
Apapa,Maize,857.82,Fuel Price Hike,High,Grade A (Fresh),2023-06-27
Oshodi,Banana,162.83,Weather Conditions,Moderate,Grade A (Fresh),2023-11-11
Ijegun,Sweet Potatoes,548.22,Fuel Price Hike,Moderate,Grade B (Average),2024-03-06
Oshodi,Cabbage,152.62,Storage Limitations,Moderate,Grade A (Fresh),2023-09-27
Eleyele,Okra,887.23,Pest/Disease Outbreak,High,Grade A (Fresh),2023-07-07
Bodija,Cabbage,708.02,Fuel Price Hike,High,Grade B (Average),2023-01-29
Dugbe,Beans,1216.28,Seasonal Availability,Scarce,Grade A (Fresh),2024-01-20
Amuwo Odofin,Maize,215.59,Storage Limitations,Moderate,Grade A (Fresh),2023-02-22
Orita-Challenge,Plantain,230.3,Weather Conditions,Moderate,Grade A (Fresh),2023-12-02
Ijegun,Cucumber,580.33,Fuel Price Hike,Low,Grade A (Fresh),2023-12-01
Ojoo,Beans,958.45,Weather Conditions,Low,Grade B (Average),2023-09-12
Monatan,Potatoes,909.03,Demand Surge,High,Grade B (Average),2023-08-08
Apata,Plantain,757.43,Demand Surge,High,Grade C (Below Average),2023-02-23
Agege,Pepper,1266.39,Weather Conditions,High,Grade A (Fresh),2023-05-28
Mushin,Oranges,124.59,Seasonal Availability,High,Grade A (Fresh),2023-12-04
Lekki,Plantain,279.84,Weather Conditions,Scarce,Grade B (Average),2023-06-19
Samonda,Rice,1953.75,Weather Conditions,High,Grade A (Fresh),2023-03-01
Gbagada,Plantain,387.32,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2023-04-23
Monatan,Rice,1131.75,Demand Surge,Moderate,Grade A (Fresh),2023-02-05
Orita-Challenge,Oranges,428.54,Demand Surge,Low,Grade B (Average),2023-06-15
Agege,Potatoes,569.59,Demand Surge,Moderate,Grade B (Average),2023-08-18
UI (University of Ibadan),Lettuce,324.68,Market Competition,Moderate,Grade B (Average),2023-07-19
Bodija,Ginger,2887.21,Government Policies,Moderate,Grade B (Average),2023-05-29
Gbagada,Oranges,232.14,Storage Limitations,Low,Grade A (Fresh),2023-09-21
Magodo,Spinach,429.79,Pest/Disease Outbreak,High,Grade A (Fresh),2024-02-05
Ojodu,Mangoes,106.86,Storage Limitations,High,Grade A (Fresh),2023-04-02
Ojodu,Fish (Fresh),3404.75,Storage Limitations,High,Grade B (Average),2023-11-12
Dugbe,Onions,316.24,Pest/Disease Outbreak,Low,Grade B (Average),2024-01-04
Surulere,Tomatoes,439.44,Fuel Price Hike,Moderate,Grade A (Fresh),2023-03-09
Bashorun,Beans,642.22,Seasonal Availability,Scarce,Grade C (Below Average),2023-09-01
Alimosho,Ginger,744.3,Seasonal Availability,Low,Grade A (Fresh),2024-01-30
Jericho,Rice,1767.78,Weather Conditions,High,Grade A (Fresh),2023-11-08
Ikorodu,Yam,1056.0,Transportation Cost,High,Grade A (Fresh),2023-10-07
Dugbe,Carrots,929.29,Government Policies,High,Grade B (Average),2023-06-14
Agodi GRA,Lettuce,704.56,Exchange Rate Fluctuation,High,Grade B (Average),2023-01-24
Agbowo,Spinach,377.99,Storage Limitations,High,Grade C (Below Average),2023-11-16
Ikorodu,Pineapple,590.57,Seasonal Availability,Moderate,Grade B (Average),2024-01-29
Maryland,Chicken (Live),5885.79,Pest/Disease Outbreak,Low,Grade B (Average),2023-05-12
Mokola,Fish (Fresh),3447.69,Weather Conditions,Low,Grade A (Fresh),2024-03-21
Samonda,Cabbage,321.58,Transportation Cost,Moderate,Grade A (Fresh),2023-11-14
Ikeja,Okra,341.33,Exchange Rate Fluctuation,Moderate,Grade A (Fresh),2023-05-16
Mokola,Pepper,1107.13,Market Competition,Moderate,Grade A (Fresh),2024-03-13
UI (University of Ibadan),Chicken (Live),6117.54,Storage Limitations,High,Grade A (Fresh),2023-10-14
Eleyele,Carrots,1099.33,Fuel Price Hike,High,Grade B (Average),2023-05-22
Ojoo,Pepper,1458.35,Seasonal Availability,High,Grade A (Fresh),2023-01-16
UI (University of Ibadan),Spinach,472.68,Storage Limitations,Low,Grade A (Fresh),2023-01-12
Apapa,Banana,178.84,Transportation Cost,Low,Grade A (Fresh),2023-11-30
Iwo Road,Pepper,1365.33,Demand Surge,Low,Grade A (Fresh),2023-12-20
Festac Town,Cabbage,254.89,Exchange Rate Fluctuation,High,Grade B (Average),2024-03-29
Apapa,Yam,815.76,Pest/Disease Outbreak,High,Grade A (Fresh),2023-12-31
Epe,Ginger,2369.85,Market Competition,High,Grade A (Fresh),2023-04-08
Oke Bola,Beans,1216.88,Transportation Cost,Scarce,Grade A (Fresh),2023-06-26
Ketu,Sweet Potatoes,501.52,Market Competition,Low,Grade A (Fresh),2023-10-19
Ikorodu,Fish (Fresh),2674.31,Seasonal Availability,Moderate,Grade A (Fresh),2023-08-29
Akobo,Watermelon,1427.5,Exchange Rate Fluctuation,Low,Grade B (Average),2024-01-16
Oluyole Estate,Cucumber,159.06,Weather Conditions,Low,Grade A (Fresh),2024-02-02
Apata,Lettuce,645.85,Storage Limitations,Moderate,Grade A (Fresh),2024-01-24
Victoria Island (VI),Tomatoes,488.76,Storage Limitations,Scarce,Grade B (Average),2023-01-21
Eleyele,Pineapple,1342.44,Demand Surge,High,Grade C (Below Average),2023-12-06
Magodo,Okra,891.66,Transportation Cost,High,Grade C (Below Average),2023-05-11
Oshodi,Cucumber,148.14,Exchange Rate Fluctuation,High,Grade C (Below Average),2023-07-27
Gbagada,Chicken (Live),4825.41,Demand Surge,Moderate,Grade B (Average),2023-10-29
Dugbe,Ginger,1136.9,Transportation Cost,Moderate,Grade A (Fresh),2023-08-11
Akobo,Banana,410.4,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2024-02-16
Surulere,Yam,1263.77,Seasonal Availability,Low,Grade B (Average),2023-12-30
Ijegun,Plantain,490.27,Seasonal Availability,High,Grade A (Fresh),2023-02-02
Mushin,Banana,126.62,Market Competition,Low,Grade B (Average),2023-01-15
Ojoo,Garlic,3068.81,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2024-03-20
Dugbe,Rice,1296.81,Seasonal Availability,High,Grade A (Fresh),2024-03-09
Bashorun,Spinach,341.37,Pest/Disease Outbreak,Low,Grade A (Fresh),2023-05-21
Victoria Island (VI),Yam,793.71,Seasonal Availability,High,Grade B (Average),2023-09-15
Oluyole Estate,Spinach,377.8,Market Competition,Scarce,Grade B (Average),2023-06-17
Molete,Oranges,137.89,Government Policies,High,Grade A (Fresh),2023-04-23
Anthony Village,Okra,243.83,Government Policies,Moderate,Grade A (Fresh),2023-02-08
Iwo Road,Potatoes,474.88,Government Policies,High,Grade A (Fresh),2023-07-19
Agodi GRA,Sweet Potatoes,312.82,Pest/Disease Outbreak,Moderate,Grade A (Fresh),2023-10-15
Ajah,Sweet Potatoes,251.96,Government Policies,Low,Grade A (Fresh),2023-05-02
Ijegun,Mangoes,513.02,Exchange Rate Fluctuation,High,Grade A (Fresh),2024-01-06
Ajah,Onions,368.46,Market Competition,Moderate,Grade A (Fresh),2024-01-23
Festac Town,Potatoes,296.65,Government Policies,High,Grade B (Average),2024-01-06
Ring Road (Central Ibadan),Maize,298.26,Exchange Rate Fluctuation,Low,Grade C (Below Average),2023-09-17
Dugbe,Okra,292.42,Weather Conditions,Low,Grade A (Fresh),2023-08-24
Mushin,Watermelon,3553.35,Demand Surge,High,Grade B (Average),2023-08-19
Molete,Chicken (Live),8807.78,Government Policies,Moderate,Grade A (Fresh),2023-10-23
UI (University of Ibadan),Pepper,1184.14,Storage Limitations,Moderate,Grade B (Average),2023-02-17
Sango,Ginger,1654.02,Storage Limitations,Moderate,Grade A (Fresh),2023-05-25
Magodo,Maize,347.86,Government Policies,High,Grade B (Average),2023-02-26
Ojoo,Ginger,1599.78,Storage Limitations,Scarce,Grade A (Fresh),2024-01-09
Ijegun,Garlic,1596.82,Fuel Price Hike,High,Grade A (Fresh),2023-05-01
Apata,Spinach,471.32,Weather Conditions,High,Grade B (Average),2023-11-10
Epe,Lettuce,795.98,Demand Surge,High,Grade A (Fresh),2023-12-25
Dugbe,Pepper,733.4,Seasonal Availability,High,Grade A (Fresh),2023-08-10
Agege,Cucumber,421.58,Storage Limitations,Low,Grade B (Average),2023-12-05
Gbagada,Pepper,1489.71,Fuel Price Hike,High,Grade A (Fresh),2023-02-03
Bashorun,Pineapple,909.98,Exchange Rate Fluctuation,High,Grade A (Fresh),2023-01-03
Iwo Road,Carrots,614.57,Weather Conditions,Scarce,Grade A (Fresh),2023-09-26
Ring Road (Central Ibadan),Spinach,489.95,Pest/Disease Outbreak,Scarce,Grade A (Fresh),2024-03-17
Apata,Spinach,389.19,Weather Conditions,High,Grade A (Fresh),2023-01-31
Ikoyi,Chicken (Live),9406.98,Fuel Price Hike,Scarce,Grade A (Fresh),2023-04-09
Mushin,Mangoes,338.93,Weather Conditions,Low,Grade A (Fresh),2024-02-13
Alimosho,Cabbage,244.87,Fuel Price Hike,High,Grade A (Fresh),2023-02-14
Anthony Village,Tomatoes,339.84,Transportation Cost,Low,Grade B (Average),2023-01-26
Gbagada,Pineapple,1173.22,Demand Surge,High,Grade B (Average),2023-11-29
Agodi GRA,Lettuce,212.55,Storage Limitations,Moderate,Grade B (Average),2023-01-03
Samonda,Watermelon,584.9,Government Policies,Moderate,Grade B (Average),2023-12-23
